sample_id,scene,paragraph_id,cluster_id,subject,relation,object,rule,anchor,num_supporting_paths,subject_span_ok,object_span_ok,source_step3_file
step4T_9801ca23c1a660dbad39,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,salt_shaker_1,left_of,butter_knife_1,shared_anchor_opposite_sides,stove_burner_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_5784ca0d696b1731c12f,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,apple_1,right_of,counter_top_1,chain_same_direction,stove_knob_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_4013cb639a596a34e903,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,apple_1,right_of,pepper_shaker_1,anchor_between_reversed_surface_form,potato_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_296a953eb2f9e00070dd,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,apple_1,right_of,salt_shaker_1,chain_same_direction,stove_burner_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_d4b40995a8c9e1ee4c8b,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,butter_knife_1,right_of,counter_top_1,chain_same_direction,stove_knob_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_99092a3b258d8d33ad1d,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,counter_top_1,left_of,ladle_1,anchor_between_reversed_surface_form,stove_knob_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_41a6ede5ee4a52d3b454,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,counter_top_1,left_of,potato_1,anchor_between_reversed_surface_form,stove_knob_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_565e775102cd9aae2352,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,house_plant_1,right_of,counter_top_1,chain_same_direction,stove_knob_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_9ee0a11afe0d09a10475,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,ladle_1,right_of,counter_top_1,chain_same_direction,stove_knob_2,2,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_cb532edae103d1d2fb8a,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,pepper_shaker_1,left_of,apple_1,anchor_between_reversed_surface_form,potato_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_73866613f74d3af684d0,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,potato_1,right_of,counter_top_1,anchor_between_reversed_surface_form,stove_knob_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_dc239eb8af1bddba7cdd,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_2,FloorPlan4_chunk_0_0_cluster_0,stove_knob_2,left_of,apple_1,chain_same_direction,potato_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_48ffbc7b1d5f2212cac8,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_3,FloorPlan4_chunk_0_0_cluster_0,apple_1,right_of,salt_shaker_1,chain_same_direction,stove_knob_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_9d05af66e15acd8d559c,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_3,FloorPlan4_chunk_0_0_cluster_0,butter_knife_1,right_of,counter_top_2,anchor_between_reversed_surface_form,pot_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_54531990a7c581e05f49,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_3,FloorPlan4_chunk_0_0_cluster_0,counter_top_1,right_of,salt_shaker_1,chain_same_direction,stove_knob_1,2,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_78dee3bdb591f7873726,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_3,FloorPlan4_chunk_0_0_cluster_0,counter_top_2,left_of,butter_knife_1,anchor_between_reversed_surface_form,pot_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_ebb32b95ba566b200192,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_3,FloorPlan4_chunk_0_0_cluster_0,house_plant_1,right_of,counter_top_2,chain_same_direction,pot_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_f84eee713f350212a509,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_3,FloorPlan4_chunk_0_0_cluster_0,salt_shaker_1,left_of,counter_top_1,anchor_between_reversed_surface_form,stove_knob_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_1a4c81cbf3e78dd0c0c5,FloorPlan4,FloorPlan4_FloorPlan4_chunk_1_0_cluster_0_A_diverse_1,FloorPlan4_chunk_1_0_cluster_0,house_plant_1,left_of,dish_sponge_1,chain_same_direction,knife_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_c5ff32066b403fd929a8,FloorPlan4,FloorPlan4_FloorPlan4_chunk_1_0_cluster_0_A_diverse_1,FloorPlan4_chunk_1_0_cluster_0,potato_1,left_of,dish_sponge_1,chain_same_direction,knife_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_6baa3d5bf1c14d726b5c,FloorPlan4,FloorPlan4_FloorPlan4_chunk_1_0_cluster_0_A_diverse_3,FloorPlan4_chunk_1_0_cluster_0,butter_knife_1,left_of,sink_basin_1,shared_anchor_opposite_sides,house_plant_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_00ca640c81ecce7ab712,FloorPlan4,FloorPlan4_FloorPlan4_chunk_1_0_cluster_0_A_diverse_3,FloorPlan4_chunk_1_0_cluster_0,sink_basin_1,right_of,butter_knife_1,shared_anchor_opposite_sides,house_plant_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_1553d6465316f7676616,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_0_cluster_0_A_diverse_0,FloorPlan4_chunk_2_0_cluster_0,cup_1,left_of,counter_top_1,chain_same_direction,dish_sponge_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_70a18cac4ea8b835c4f4,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_0_cluster_0_A_diverse_1,FloorPlan4_chunk_2_0_cluster_0,counter_top_1,right_of,cup_1,shared_anchor_opposite_sides,faucet_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_775da2347e9a461293da,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_0_cluster_0_A_diverse_1,FloorPlan4_chunk_2_0_cluster_0,cup_1,left_of,counter_top_1,shared_anchor_opposite_sides,faucet_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_5eccab16d059155a9081,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_0_cluster_0_A_diverse_1,FloorPlan4_chunk_2_0_cluster_0,cup_1,left_of,spatula_1,chain_same_direction,faucet_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_26aece151efa5cdddacd,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_0_cluster_0_A_diverse_1,FloorPlan4_chunk_2_0_cluster_0,faucet_1,left_of,microwave_1,shared_anchor_opposite_sides,spatula_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_707742b7202d48c94a48,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_0_cluster_0_A_diverse_1,FloorPlan4_chunk_2_0_cluster_0,microwave_1,right_of,faucet_1,shared_anchor_opposite_sides,spatula_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_22b022b85441a4c41e88,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_0_cluster_0_A_diverse_3,FloorPlan4_chunk_2_0_cluster_0,knife_1,left_of,soap_bottle_1,chain_same_direction,dish_sponge_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_d75db0842cf0080dcebc,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_1_cluster_0_A_diverse_1,FloorPlan4_chunk_2_1_cluster_0,tomato_1,left_of,bread_1,chain_same_direction,fork_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_3f340b9c7cf66c8dd56a,FloorPlan4,FloorPlan4_FloorPlan4_chunk_2_1_cluster_0_A_diverse_2,FloorPlan4_chunk_2_1_cluster_0,tomato_1,left_of,bread_1,chain_same_direction,bowl_1,2,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_2edf95cf5646e7e2430b,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_1,FloorPlan5_chunk_0_0_cluster_0,cabinet_3,left_of,soap_bottle_1,anchor_between_reversed_surface_form,paper_towel_roll_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_d29230a280b20bec63a1,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_1,FloorPlan5_chunk_0_0_cluster_0,lettuce_1,right_of,cabinet_3,chain_same_direction,dish_sponge_1,2,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_b1446d8250e20fa9edd7,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_1,FloorPlan5_chunk_0_0_cluster_0,lettuce_1,right_of,tomato_1,shared_anchor_opposite_sides,dish_sponge_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_17a697a7b7bc838d672e,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_1,FloorPlan5_chunk_0_0_cluster_0,soap_bottle_1,right_of,cabinet_3,anchor_between_reversed_surface_form,paper_towel_roll_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_07e7811a98a988e0afac,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_1,FloorPlan5_chunk_0_0_cluster_0,tomato_1,left_of,lettuce_1,shared_anchor_opposite_sides,dish_sponge_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_9e3e3a7b529857fbdf86,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_2,FloorPlan5_chunk_0_0_cluster_0,cabinet_1,right_of,kettle_1,chain_same_direction,soap_bottle_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_2801b9d3c2313472876f,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_2,FloorPlan5_chunk_0_0_cluster_0,lettuce_1,right_of,kettle_1,chain_same_direction,soap_bottle_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_027c21a58329fe367a86,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_0_cluster_0_A_diverse_2,FloorPlan5_chunk_0_0_cluster_0,lettuce_1,right_of,tomato_1,chain_same_direction,soap_bottle_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_93151d6f89aa83c25d62,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,bowl_1,right_of,potato_1,anchor_between_reversed_surface_form,butter_knife_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_f7b9a6c60b7625927c78,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,bread_1,left_of,knife_1,anchor_between_reversed_surface_form,spatula_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_701625c8fd378f176c39,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,bread_1,left_of,spoon_1,anchor_between_reversed_surface_form,spatula_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_23dd8c70ca276dcc10cf,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,butter_knife_1,left_of,knife_1,chain_same_direction,bowl_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_7709e3e938a27d4a118b,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,butter_knife_1,left_of,mug_1,shared_anchor_opposite_sides,bowl_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_910423aba6935b08028c,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,cabinet_1,right_of,bread_1,chain_same_direction,spatula_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_08e27d64b311bbea00bb,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,knife_1,right_of,bread_1,anchor_between_reversed_surface_form,spatula_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_fa971a13d08042f25a74,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,mug_1,right_of,butter_knife_1,shared_anchor_opposite_sides,bowl_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_86f1522a908dd379b9c0,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,potato_1,left_of,bowl_1,anchor_between_reversed_surface_form,butter_knife_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_ff79522a620d1b0fac12,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_1,FloorPlan5_chunk_0_1_cluster_0,spoon_1,right_of,bread_1,anchor_between_reversed_surface_form,spatula_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_c7b25ca517399d8f8be2,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_2,FloorPlan5_chunk_0_1_cluster_0,bread_1,left_of,mug_1,shared_anchor_opposite_sides,spoon_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_9226f38d62b332c8818a,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_2,FloorPlan5_chunk_0_1_cluster_0,house_plant_1,left_of,mug_1,shared_anchor_opposite_sides,spoon_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_519efaa163fb3f16dfac,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_2,FloorPlan5_chunk_0_1_cluster_0,mug_1,right_of,bread_1,chain_same_direction,cabinet_1,2,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_18ab9af0c33ead1fa037,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_2,FloorPlan5_chunk_0_1_cluster_0,mug_1,right_of,house_plant_1,shared_anchor_opposite_sides,spoon_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_f49e71139fed35ac5389,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_1_cluster_0_A_diverse_2,FloorPlan5_chunk_0_1_cluster_0,mug_1,right_of,pot_1,chain_same_direction,spoon_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_0fd229968a10600fd712,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_2_cluster_0_A_diverse_0,FloorPlan5_chunk_0_2_cluster_0,mug_1,right_of,ladle_1,chain_same_direction,bowl_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_766cc345d322175c92a0,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_2_cluster_0_A_diverse_1,FloorPlan5_chunk_0_2_cluster_0,bowl_1,right_of,house_plant_1,anchor_between_reversed_surface_form,stool_2,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_0357545f28e47148c743,FloorPlan5,FloorPlan5_FloorPlan5_chunk_0_2_cluster_0_A_diverse_1,FloorPlan5_chunk_0_2_cluster_0,house_plant_1,left_of,bowl_1,anchor_between_reversed_surface_form,stool_2,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_207e14e53feb65af83ed,FloorPlan5,FloorPlan5_FloorPlan5_chunk_1_0_cluster_0_A_diverse_0,FloorPlan5_chunk_1_0_cluster_0,toaster_1,left_of,pan_1,chain_same_direction,salt_shaker_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_616fed89ee451687f5b3,FloorPlan5,FloorPlan5_FloorPlan5_chunk_2_0_cluster_0_A_diverse_1,FloorPlan5_chunk_2_0_cluster_0,pan_1,right_of,pepper_shaker_1,chain_same_direction,salt_shaker_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_4e0897bbb6c2f5b20a79,FloorPlan5,FloorPlan5_FloorPlan5_chunk_2_0_cluster_0_A_diverse_2,FloorPlan5_chunk_2_0_cluster_0,cabinet_3,right_of,pepper_shaker_1,chain_same_direction,salt_shaker_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_162ef393b9fce239d924,FloorPlan5,FloorPlan5_FloorPlan5_chunk_2_1_cluster_0_A_diverse_1,FloorPlan5_chunk_2_1_cluster_0,fridge_1,left_of,vase_3,chain_same_direction,vase_2,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_cd8bf26556e943cbc5a0,FloorPlan5,FloorPlan5_FloorPlan5_chunk_2_1_cluster_0_A_diverse_1,FloorPlan5_chunk_2_1_cluster_0,vase_3,right_of,fridge_1,chain_same_direction,vase_1,1,True,True,FloorPlan5_experiment_A_text_diverse.json
step4T_fb5c4b6842362458f720,FloorPlan6,FloorPlan6_FloorPlan6_chunk_1_1_cluster_0_A_diverse_1,FloorPlan6_chunk_1_1_cluster_0,stool_1,right_of,bread_1,chain_same_direction,apple_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_5186004fb308830901ac,FloorPlan6,FloorPlan6_FloorPlan6_chunk_1_1_cluster_0_A_diverse_2,FloorPlan6_chunk_1_1_cluster_0,pan_1,right_of,bread_1,chain_same_direction,apple_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_ae781283f74bc7873e25,FloorPlan6,FloorPlan6_FloorPlan6_chunk_1_1_cluster_0_A_diverse_2,FloorPlan6_chunk_1_1_cluster_0,pan_1,right_of,cup_1,chain_same_direction,apple_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_c40ea7a980d996dd57c6,FloorPlan6,FloorPlan6_FloorPlan6_chunk_1_2_cluster_0_A_diverse_1,FloorPlan6_chunk_1_2_cluster_0,bread_1,left_of,pan_1,chain_same_direction,apple_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_7c9158abf4aaf92754a9,FloorPlan6,FloorPlan6_FloorPlan6_chunk_1_2_cluster_0_A_diverse_2,FloorPlan6_chunk_1_2_cluster_0,cup_1,left_of,pan_1,anchor_between_reversed_surface_form,apple_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_4c4a27c467cf880f8066,FloorPlan6,FloorPlan6_FloorPlan6_chunk_1_2_cluster_0_A_diverse_2,FloorPlan6_chunk_1_2_cluster_0,pan_1,right_of,cup_1,anchor_between_reversed_surface_form,apple_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_89ed823cbceae0184aeb,FloorPlan6,FloorPlan6_FloorPlan6_chunk_1_2_cluster_0_A_diverse_3,FloorPlan6_chunk_1_2_cluster_0,bread_1,left_of,pan_1,chain_same_direction,apple_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_2450fcc24af77d4a58f1,FloorPlan6,FloorPlan6_FloorPlan6_chunk_2_0_cluster_0_A_diverse_0,FloorPlan6_chunk_2_0_cluster_0,sink_basin_1,left_of,dish_sponge_1,chain_same_direction,mug_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_93185337c7153815cace,FloorPlan6,FloorPlan6_FloorPlan6_chunk_2_0_cluster_0_A_diverse_0,FloorPlan6_chunk_2_0_cluster_0,tomato_1,left_of,dish_sponge_1,chain_same_direction,mug_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_a7855ea7879fcb379175,FloorPlan6,FloorPlan6_FloorPlan6_chunk_2_0_cluster_0_A_diverse_1,FloorPlan6_chunk_2_0_cluster_0,faucet_1,right_of,paper_towel_roll_1,chain_same_direction,soap_bottle_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_af8ecf6414b2b2900443,FloorPlan6,FloorPlan6_FloorPlan6_chunk_2_1_cluster_0_A_diverse_1,FloorPlan6_chunk_2_1_cluster_0,stove_burner_1,left_of,stove_knob_3,shared_anchor_opposite_sides,salt_shaker_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_24d53b18bee4d2638516,FloorPlan6,FloorPlan6_FloorPlan6_chunk_2_1_cluster_0_A_diverse_1,FloorPlan6_chunk_2_1_cluster_0,stove_knob_3,right_of,stove_burner_1,shared_anchor_opposite_sides,salt_shaker_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
step4T_f3c0d1e8f384d9b7005e,FloorPlan6,FloorPlan6_FloorPlan6_chunk_2_1_cluster_0_A_diverse_1,FloorPlan6_chunk_2_1_cluster_0,window_1,right_of,fork_1,chain_same_direction,pepper_shaker_1,1,True,True,FloorPlan6_experiment_A_text_diverse.json
